TimeSheetID,WorkOrderID,EmployeeID,EntryTypeID,BillingTypeID,TimeTypeID,ServiceTypeID,IPOID,WorkDateTime,TimeWorkedHours,WorkPerformed
147,2642,105602,2,3000,4010,8081,,2019-07-05,4.25,Description 147
148,2642,105602,2,3000,4010,8081,,2019-07-19,4.25,Description 148
149,2642,105600,2,3000,4010,8081,,2019-07-26,10.00,Description 149
150,2642,105601,2,3000,4010,8081,,2019-07-29,10.00,Description 150
151,2642,105601,2,3000,4010,8081,,2019-07-30,10.00,Description 151
152,2642,105601,2,3000,4010,8081,,2019-07-31,10.00,Description 152
153,2642,105601,2,3000,4010,8081,,2019-08-01,10.00,Description 153
154,2642,105602,2,3000,4010,8081,,2019-08-02,3.00,Description 154
155,2642,105603,2,3000,4010,8081,,2019-08-12,10.00,Description 155
156,2642,105603,2,3000,4010,8081,,2019-08-13,10.00,Description 156
157,2642,105603,2,3000,4010,8081,,2019-08-14,10.00,Description 157
158,2643,105600,2,3002,4010,8081,,2019-07-05,10.00,Description 158
159,2643,105600,2,3002,4010,8081,,2019-07-19,2.75,Description 159
160,2644,105601,2,3004,4010,8081,,2019-07-04,8.00,Description 160
161,2644,105600,2,3004,4010,8081,,2019-07-04,8.00,Description 161
162,2644,105602,2,3004,4010,8081,,2019-07-04,4.25,Description 162
163,2644,105603,2,3004,4010,8081,,2019-07-04,8.00,Description 163
164,2644,105601,2,3004,4010,8081,,2019-09-02,8.00,Description 164
165,2644,105600,2,3004,4010,8081,,2019-09-02,8.00,Description 165
166,2644,105602,2,3004,4010,8081,,2019-09-02,4.25,Description 166
167,2644,105603,2,3004,4010,8081,,2019-09-02,8.00,Description 167
168,2646,105601,2,3006,4010,8081,,2019-07-10,.75,Description 168
169,2646,105603,2,3006,4010,8081,,2019-07-15,5.00,Description 169
170,2646,105603,2,3006,4010,8081,,2019-07-23,4.00,Description 170
171,2646,105603,2,3006,4010,8081,,2019-07-24,4.00,Description 171
172,2646,105601,2,3006,4010,8081,,2019-08-07,1.75,Description 172
173,2646,105601,2,3006,4010,8081,,2019-08-12,5.00,Description 173
174,2646,105601,2,3006,4010,8081,,2019-08-23,4.50,Description 174
175,2600,105600,3,3007,4011,8010,,2019-07-02,3.00,Description 175
176,2600,105600,3,3007,4012,8020,,2019-07-10,1.50,Description 176
177,2600,105600,3,3007,4013,8030,,2019-07-25,1.75,Description 177
178,2600,105600,3,3007,4014,8040,,2019-08-02,6.75,Description 178
179,2600,105600,3,3007,4011,8050,,2019-08-06,4.00,Description 179
180,2600,105600,3,3007,4012,8060,,2019-08-07,3.00,Description 180
181,2600,105600,3,3007,4013,8070,,2019-08-08,2.50,Description 181
182,2600,105600,3,3007,4014,8080,,2019-08-09,2.00,Description 182
183,2600,105600,3,3007,4011,8000,,2019-08-13,1.75,Description 183
184,2600,105600,3,3007,4012,8010,,2019-08-15,2.75,Description 184
185,2600,105600,3,3007,4013,8020,,2019-08-16,6.75,Description 185
186,2600,105600,3,3007,4014,8030,,2019-08-23,.25,Description 186
187,2600,105600,3,3007,4011,8040,,2019-08-27,.25,Description 187
188,2466,105603,6,3007,4010,8050,,2019-08-05,.25,Description 188
189,2466,105603,6,3007,4010,8060,,2019-08-19,1.00,Description 189
190,2524,105601,6,3007,4010,8070,,2019-08-27,.25,Description 190
191,2526,105600,6,3007,4010,8080,,2019-07-18,2.00,Description 191
192,2526,105602,6,3007,4010,8000,,2019-07-18,2.50,Description 192
193,2526,105600,6,3007,4010,8010,,2019-07-23,.25,Description 193
194,2526,105602,6,3007,4010,8020,,2019-07-23,2.00,Description 194
195,2526,105600,6,3007,4010,8030,,2019-07-24,.25,Description 195
196,2526,105602,6,3007,4010,8040,,2019-07-24,.25,Description 196
197,2526,105600,6,3007,4010,8050,,2019-07-25,.50,Description 197
198,2590,105601,6,3007,4010,8060,,2019-09-03,4.00,Description 198
199,2590,105601,6,3007,4010,8070,,2019-09-04,5.00,Description 199
200,2590,105601,6,3007,4010,8080,,2019-09-05,2.50,Description 200
201,2590,105601,6,3007,4010,8000,,2019-09-09,8.00,Description 201
202,2590,105601,6,3007,4010,8010,,2019-09-10,8.00,Description 202
203,2595,105601,6,3007,4010,8020,,2019-09-03,3.00,Description 203
204,2595,105601,6,3007,4010,8030,,2019-09-05,.50,Description 204
205,2600,105600,6,3007,4012,8060,,2019-08-20,2.00,Description 205
206,2600,105600,6,3007,4013,8070,,2019-08-21,3.00,Description 206
207,2606,105601,6,3007,4010,8040,,2019-09-03,.50,Description 207
208,2606,105601,6,3007,4010,8050,,2019-09-04,4.50,Description 208
209,2606,105601,6,3007,4010,8060,,2019-09-05,6.50,Description 209
210,2606,105600,6,3007,4010,8070,,2019-09-05,.50,Description 210
211,2606,105601,6,3007,4010,8080,,2019-09-09,4.00,Description 211
212,2607,105601,6,3007,4010,8000,,2019-09-05,.50,Description 212
213,2607,105601,6,3007,4010,8010,,2019-09-10,2.00,Description 213
214,2617,105601,6,3007,4010,8020,,2019-09-03,.50,Description 214
215,2624,105603,6,3007,4010,8030,,2019-07-01,2.00,Description 215
216,2624,105600,6,3007,4010,8040,,2019-07-02,4.00,Description 216
217,2624,105603,6,3007,4010,8050,,2019-07-02,9.00,Description 217
218,2624,105600,6,3007,4010,8060,,2019-07-03,1.50,Description 218
219,2624,105603,6,3007,4010,8070,,2019-07-03,8.00,Description 219
220,2624,105603,6,3007,4010,8080,,2019-07-08,4.00,Description 220
221,2624,105603,6,3007,4010,8000,,2019-07-09,4.00,Description 221
222,2624,105600,6,3007,4010,8010,,2019-07-10,2.00,Description 222
223,2624,105603,6,3007,4010,8020,,2019-07-10,2.50,Description 223
224,2624,105600,6,3007,4010,8030,,2019-07-11,.25,Description 224
225,2624,105603,6,3007,4010,8040,,2019-07-11,7.50,Description 225
226,2624,105603,6,3007,4010,8050,,2019-07-16,7.00,Description 226
227,2624,105603,6,3007,4010,8060,,2019-07-17,7.50,Description 227
228,2624,105600,6,3007,4010,8070,,2019-07-18,.25,Description 228
229,2624,105603,6,3007,4010,8080,,2019-07-18,2.50,Description 229
230,2624,105600,6,3007,4010,8000,,2019-07-19,.50,Description 230
231,2624,105603,6,3007,4010,8010,,2019-07-22,1.50,Description 231
232,2624,105600,6,3007,4010,8020,,2019-07-23,1.25,Description 232
233,2624,105600,6,3007,4010,8030,,2019-07-24,1.00,Description 233
234,2624,105603,6,3007,4010,8040,,2019-07-29,2.00,Description 234
235,2624,105600,6,3007,4010,8050,,2019-07-30,1.00,Description 235
236,2624,105603,6,3007,4010,8060,,2019-07-30,.50,Description 236
237,2624,105600,6,3007,4010,8070,,2019-08-01,4.00,Description 237
238,2624,105600,6,3007,4010,8080,,2019-08-02,.50,Description 238
239,2624,105603,6,3007,4010,8000,,2019-08-05,.50,Description 239
240,2624,105600,6,3007,4010,8010,,2019-08-09,2.50,Description 240
241,2624,105600,6,3007,4010,8020,,2019-08-14,.50,Description 241
242,2624,105600,6,3007,4010,8030,,2019-08-16,.50,Description 242
243,2624,105600,6,3007,4010,8040,,2019-08-20,4.75,Description 243
244,2624,105603,6,3007,4010,8050,,2019-08-20,7.50,Description 244
245,2624,105600,6,3007,4010,8060,,2019-08-21,1.75,Description 245
246,2624,105603,6,3007,4010,8070,,2019-08-21,6.00,Description 246
247,2624,105600,6,3007,4010,8080,,2019-08-22,.25,Description 247
248,2624,105603,6,3007,4010,8000,,2019-08-22,.50,Description 248
249,2624,105603,6,3007,4010,8010,,2019-08-26,1.00,Description 249
250,2624,105603,6,3007,4010,8020,,2019-08-27,1.00,Description 250
251,2624,105603,6,3007,4010,8030,,2019-08-28,1.00,Description 251
252,2624,105603,6,3007,4010,8040,,2019-09-09,2.50,Description 252
253,2624,105603,6,3007,4010,8050,,2019-09-10,5.00,Description 253
254,2627,105602,6,3007,4010,8060,,2019-09-03,3.50,Description 254
255,2627,105602,6,3007,4010,8070,,2019-09-05,1.25,Description 255
256,2627,105602,6,3007,4010,8080,,2019-09-09,4.25,Description 256
257,2635,105600,6,3007,4010,8000,,2019-07-23,1.00,Description 257
258,2635,105600,6,3007,4010,8010,,2019-07-25,1.00,Description 258
259,2635,105600,6,3007,4010,8020,,2019-08-02,.25,Description 259
260,2635,105600,6,3007,4010,8030,,2019-08-06,.75,Description 260
261,2635,105602,6,3007,4010,8040,,2019-09-04,1.00,Description 261
262,2635,105603,6,3007,4010,8050,,2019-09-04,2.00,Description 262
263,2636,105603,6,3007,4010,8060,,2019-09-09,6.50,Description 263
264,2636,105603,6,3007,4010,8070,,2019-09-11,1.00,Description 264
265,2637,105600,6,3007,4010,8080,,2019-07-18,.50,Description 265
266,2637,105603,6,3007,4010,8000,,2019-07-18,1.50,Description 266
267,2637,105600,6,3007,4010,8010,,2019-07-19,4.50,Description 267
268,2637,105603,6,3007,4010,8020,,2019-07-22,4.00,Description 268
269,2637,105600,6,3007,4010,8030,,2019-07-23,.25,Description 269
270,2637,105603,6,3007,4010,8040,,2019-07-23,6.00,Description 270
271,2637,105600,6,3007,4010,8050,,2019-07-24,3.00,Description 271
272,2637,105603,6,3007,4010,8060,,2019-07-24,5.00,Description 272
273,2637,105600,6,3007,4010,8070,,2019-07-25,1.00,Description 273
274,2637,105603,6,3007,4010,8080,,2019-07-25,5.00,Description 274
275,2637,105603,6,3007,4010,8000,,2019-07-26,2.50,Description 275
276,2637,105603,6,3007,4010,8010,,2019-07-29,5.50,Description 276
277,2637,105600,6,3007,4010,8020,,2019-07-30,4.50,Description 277
278,2637,105603,6,3007,4010,8030,,2019-07-30,8.00,Description 278
279,2637,105600,6,3007,4010,8040,,2019-07-31,1.50,Description 279
280,2637,105600,6,3007,4010,8050,,2019-08-01,.25,Description 280
281,2637,105603,6,3007,4010,8060,,2019-08-01,9.50,Description 281
282,2637,105603,6,3007,4010,8070,,2019-08-05,8.00,Description 282
283,2637,105603,6,3007,4010,8080,,2019-08-06,7.50,Description 283
284,2637,105600,6,3007,4010,8000,,2019-08-07,1.50,Description 284
285,2637,105603,6,3007,4010,8010,,2019-08-08,9.00,Description 285
286,2637,105603,6,3007,4010,8020,,2019-08-15,9.00,Description 286
287,2637,105603,6,3007,4010,8030,,2019-08-16,8.00,Description 287
288,2637,105603,6,3007,4010,8040,,2019-08-19,1.00,Description 288
289,2637,105603,6,3007,4010,8050,,2019-08-20,1.00,Description 289
290,2637,105600,6,3007,4010,8060,,2019-08-23,.75,Description 290
291,2637,105603,6,3007,4010,8070,,2019-08-26,.50,Description 291
292,2637,105603,6,3007,4010,8080,,2019-08-28,1.00,Description 292
293,2637,105600,6,3007,4010,8000,,2019-08-29,5.00,Description 293
294,2637,105603,6,3007,4010,8010,,2019-08-29,7.00,Description 294
295,2637,105603,6,3007,4010,8020,,2019-09-05,3.00,Description 295
296,2638,105603,6,3007,4006,8080,,2019-05-15,.50,Description 296
297,2638,105603,6,3007,4007,8000,,2019-07-01,1.50,Description 297
298,2638,105603,6,3007,4008,8010,,2019-07-01,3.25,Description 298
299,2638,105603,6,3007,4009,8020,,2019-07-01,2.00,Description 299
300,2638,105600,6,3007,4005,8030,,2019-07-02,3.00,Description 300
301,2638,105603,6,3007,4006,8040,,2019-07-02,2.00,Description 301
302,2638,105600,6,3007,4007,8050,,2019-07-03,5.25,Description 302
303,2638,105603,6,3007,4008,8060,,2019-07-03,1.00,Description 303
304,2638,105603,6,3007,4009,8070,,2019-07-05,2.00,Description 304
305,2638,105600,6,3007,4005,8080,,2019-07-06,2.00,Description 305
306,2638,105603,6,3007,4006,8000,,2019-07-08,1.00,Description 306
307,2638,105603,6,3007,4007,8010,,2019-07-08,3.00,Description 307
308,2638,105601,6,3007,4008,8020,,2019-07-09,.75,Description 308
309,2638,105601,6,3007,4009,8030,,2019-07-09,.50,Description 309
310,2638,105600,6,3007,4005,8040,,2019-07-09,1.50,Description 310
311,2638,105600,6,3007,4006,8050,,2019-07-09,3.00,Description 311
312,2638,105600,6,3007,4007,8060,,2019-07-09,3.50,Description 312
313,2638,105603,6,3007,4008,8070,,2019-07-09,.50,Description 313
314,2638,105603,6,3007,4009,8080,,2019-07-09,5.00,Description 314
315,2638,105600,6,3007,4005,8000,,2019-07-10,.25,Description 315
316,2638,105600,6,3007,4006,8010,,2019-07-10,.25,Description 316
317,2638,105600,6,3007,4007,8020,,2019-07-10,.75,Description 317
318,2638,105600,6,3007,4008,8030,,2019-07-10,.25,Description 318
319,2638,105600,6,3007,4009,8040,,2019-07-10,.25,Description 319
320,2638,105600,6,3007,4005,8050,,2019-07-10,2.50,Description 320
321,2638,105600,6,3007,4006,8060,,2019-07-10,2.25,Description 321
322,2638,105603,6,3007,4007,8070,,2019-07-10,1.50,Description 322
323,2638,105603,6,3007,4008,8080,,2019-07-10,4.50,Description 323
324,2638,105600,6,3007,4009,8000,,2019-07-11,2.00,Description 324
325,2638,105600,6,3007,4005,8010,,2019-07-11,.25,Description 325
326,2638,105600,6,3007,4006,8020,,2019-07-11,4.00,Description 326
327,2638,105603,6,3007,4007,8030,,2019-07-11,3.00,Description 327
328,2638,105601,6,3007,4008,8040,,2019-07-12,.25,Description 328
329,2638,105600,6,3007,4009,8050,,2019-07-12,9.00,Description 329
330,2638,105603,6,3007,4005,8060,,2019-07-12,1.00,Description 330
331,2638,105600,6,3007,4006,8070,,2019-07-14,6.50,Description 331
332,2638,105601,6,3007,4007,8080,,2019-07-15,.50,Description 332
333,2638,105603,6,3007,4008,8000,,2019-07-15,2.00,Description 333
334,2638,105603,6,3007,4009,8010,,2019-07-15,.50,Description 334
335,2638,105601,6,3007,4005,8020,,2019-07-16,.25,Description 335
336,2638,105600,6,3007,4006,8030,,2019-07-16,8.75,Description 336
337,2638,105603,6,3007,4007,8040,,2019-07-16,.50,Description 337
338,2638,105600,6,3007,4008,8050,,2019-07-17,8.25,Description 338
339,2638,105603,6,3007,4009,8060,,2019-07-17,.50,Description 339
340,2638,105600,6,3007,4005,8070,,2019-07-18,2.25,Description 340
341,2638,105600,6,3007,4006,8080,,2019-07-18,5.00,Description 341
342,2638,105602,6,3007,4007,8000,,2019-07-18,.75,Description 342
343,2638,105603,6,3007,4008,8010,,2019-07-18,.50,Description 343
344,2638,105603,6,3007,4009,8020,,2019-07-18,6.00,Description 344
345,2638,105600,6,3007,4005,8030,,2019-07-19,.50,Description 345
346,2638,105600,6,3007,4006,8040,,2019-07-19,1.50,Description 346
347,2638,105601,6,3007,4007,8050,,2019-07-22,.50,Description 347
348,2638,105603,6,3007,4008,8060,,2019-07-22,.50,Description 348
349,2638,105603,6,3007,4009,8070,,2019-07-22,3.00,Description 349
350,2638,105600,6,3007,4005,8080,,2019-07-23,.25,Description 350
351,2638,105600,6,3007,4006,8000,,2019-07-23,1.00,Description 351
352,2638,105600,6,3007,4007,8010,,2019-07-23,6.50,Description 352
353,2638,105602,6,3007,4008,8020,,2019-07-23,1.00,Description 353
354,2638,105601,6,3007,4009,8030,,2019-07-24,.25,Description 354
355,2638,105601,6,3007,4005,8040,,2019-07-24,.25,Description 355
356,2638,105600,6,3007,4006,8050,,2019-07-24,.50,Description 356
357,2638,105600,6,3007,4007,8060,,2019-07-24,2.25,Description 357
358,2638,105602,6,3007,4008,8070,,2019-07-24,.50,Description 358
359,2638,105603,6,3007,4009,8080,,2019-07-24,.50,Description 359
360,2638,105603,6,3007,4005,8000,,2019-07-24,.50,Description 360
361,2638,105600,6,3007,4006,8010,,2019-07-25,.50,Description 361
362,2638,105600,6,3007,4007,8020,,2019-07-25,5.25,Description 362
363,2638,105603,6,3007,4008,8030,,2019-07-25,2.00,Description 363
364,2638,105603,6,3007,4009,8040,,2019-07-29,.50,Description 364
365,2638,105600,6,3007,4005,8050,,2019-07-30,.25,Description 365
366,2638,105600,6,3007,4006,8060,,2019-07-30,.50,Description 366
367,2638,105600,6,3007,4007,8070,,2019-07-30,.25,Description 367
368,2638,105600,6,3007,4008,8080,,2019-07-30,.50,Description 368
369,2638,105600,6,3007,4009,8000,,2019-07-30,2.25,Description 369
370,2638,105600,6,3007,4005,8010,,2019-07-30,1.25,Description 370
371,2638,105602,6,3007,4006,8020,,2019-07-30,1.00,Description 371
372,2638,105603,6,3007,4007,8030,,2019-07-30,1.50,Description 372
373,2638,105600,6,3007,4008,8040,,2019-07-31,.25,Description 373
374,2638,105600,6,3007,4009,8050,,2019-07-31,.25,Description 374
375,2638,105600,6,3007,4005,8060,,2019-07-31,1.25,Description 375
376,2638,105600,6,3007,4006,8070,,2019-07-31,7.00,Description 376
377,2638,105602,6,3007,4007,8080,,2019-07-31,1.00,Description 377
378,2638,105603,6,3007,4008,8000,,2019-07-31,4.50,Description 378
379,2638,105600,6,3007,4009,8010,,2019-08-01,.25,Description 379
